placement_id,academic_year,student_id,company_id,offer_status,offered_ctc_lpa,primary_skill_at_hire,had_ai_data_skill
PLACE_00331,2021,USN_2025_239,COMP_003,Placed,42.00,SQL,1
PLACE_00332,2023,USN_2025_095,COMP_011,Placed,9.00,SQL,1
PLACE_00333,2020,USN_2025_062,COMP_009,Placed,20.00,SQL,1
PLACE_00334,2024,USN_2025_137,COMP_003,Placed,42.00,GENAI_LLMS,1
PLACE_00335,2024,USN_2025_107,COMP_013,Placed,7.00,SQL,1
PLACE_00336,2023,USN_2025_294,COMP_012,Placed,8.50,DATABRICKS_DE,1
PLACE_00337,2020,USN_2025_373,,Not Placed,0.00,DEEP_LEARNING,1
PLACE_00338,2025,USN_2025_134,COMP_012,Placed,8.50,SQL,1
PLACE_00339,2022,USN_2025_480,COMP_006,Placed,28.00,MACHINE_LEARNING,1
PLACE_00340,2023,USN_2025_114,COMP_012,Placed,8.50,JAVA_BACKEND,1
PLACE_00341,2024,USN_2025_428,COMP_013,Placed,7.00,PYSPARK,1
PLACE_00342,2021,USN_2025_027,COMP_010,Placed,18.00,PYTHON,1
PLACE_00343,2020,USN_2025_096,COMP_013,Placed,7.00,PYTHON,1
PLACE_00344,2025,USN_2025_032,COMP_013,Placed,7.00,PYTHON,1
PLACE_00345,2022,USN_2025_427,COMP_012,Placed,8.50,VECTOR_DATABASES,1
PLACE_00346,2021,USN_2025_484,,Not Placed,0.00,DATABRICKS_DE,1
PLACE_00347,2020,USN_2025_249,COMP_009,Placed,20.00,JAVA_BACKEND,1
PLACE_00348,2025,USN_2025_296,COMP_009,Placed,20.00,PYTHON,1
PLACE_00349,2023,USN_2025_138,COMP_007,Placed,26.00,CPP,1
PLACE_00350,2025,USN_2025_430,COMP_012,Placed,8.50,SQL,1
PLACE_00351,2023,USN_2025_282,COMP_008,Placed,24.00,AWS_CLOUD,1
PLACE_00352,2020,USN_2025_470,COMP_005,Placed,32.00,SQL,1
PLACE_00353,2025,USN_2025_073,COMP_001,Placed,48.00,VECTOR_DATABASES,1
PLACE_00354,2022,USN_2025_268,COMP_010,Placed,18.00,DATABRICKS_DE,1
PLACE_00355,2025,USN_2025_481,COMP_001,Placed,48.00,PYSPARK,1
PLACE_00356,2020,USN_2025_115,COMP_005,Placed,32.00,SQL,1
PLACE_00357,2021,USN_2025_151,COMP_003,Placed,42.00,SQL,1
PLACE_00358,2021,USN_2025_242,COMP_013,Placed,7.00,SQL,1
PLACE_00359,2025,USN_2025_182,COMP_006,Placed,28.00,MACHINE_LEARNING,1
PLACE_00360,2025,USN_2025_119,COMP_001,Placed,48.00,DATABRICKS_DE,1
PLACE_00361,2023,USN_2025_092,COMP_004,Placed,38.00,PYTHON,1
PLACE_00362,2020,USN_2025_053,COMP_002,Placed,45.00,CPP,1
PLACE_00363,2023,USN_2025_262,COMP_010,Placed,18.00,PYTHON,1
PLACE_00364,2022,USN_2025_035,COMP_011,Placed,9.00,JAVA_BACKEND,1
PLACE_00365,2021,USN_2025_395,,Not Placed,0.00,SQL,1
PLACE_00366,2024,USN_2025_223,COMP_003,Placed,42.00,CPP,1
PLACE_00367,2024,USN_2025_402,,Not Placed,0.00,PYTHON,1
PLACE_00368,2020,USN_2025_307,COMP_004,Placed,38.00,AWS_CLOUD,1
PLACE_00369,2020,USN_2025_129,COMP_011,Placed,9.00,SQL,1
PLACE_00370,2024,USN_2025_175,COMP_011,Placed,9.00,PYTHON,1
PLACE_00371,2020,USN_2025_150,,Not Placed,0.00,VECTOR_DATABASES,1
PLACE_00372,2021,USN_2025_330,COMP_011,Placed,9.00,SQL,1
PLACE_00373,2022,USN_2025_398,COMP_012,Placed,8.50,AWS_CLOUD,1
PLACE_00374,2022,USN_2025_075,COMP_008,Placed,24.00,GENAI_LLMS,1
PLACE_00375,2023,USN_2025_103,COMP_009,Placed,20.00,JAVA_BACKEND,1
PLACE_00376,2021,USN_2025_363,COMP_004,Placed,38.00,PYTHON,1
PLACE_00377,2020,USN_2025_418,COMP_010,Placed,18.00,PYTHON,1
PLACE_00378,2020,USN_2025_066,COMP_001,Placed,48.00,DATABRICKS_DE,1
PLACE_00379,2023,USN_2025_123,COMP_008,Placed,24.00,CPP,1
PLACE_00380,2023,USN_2025_482,COMP_004,Placed,38.00,PYTHON,1
PLACE_00381,2020,USN_2025_394,COMP_005,Placed,32.00,SQL,1
PLACE_00382,2020,USN_2025_449,COMP_009,Placed,20.00,DEEP_LEARNING,1
PLACE_00383,2021,USN_2025_072,COMP_002,Placed,45.00,MACHINE_LEARNING,1
PLACE_00384,2023,USN_2025_113,COMP_013,Placed,7.00,MACHINE_LEARNING,1
PLACE_00385,2021,USN_2025_487,COMP_005,Placed,32.00,PYSPARK,1
PLACE_00386,2025,USN_2025_207,COMP_008,Placed,24.00,JAVA_BACKEND,1
PLACE_00387,2020,USN_2025_342,COMP_005,Placed,32.00,SQL,1
PLACE_00388,2024,USN_2025_391,COMP_011,Placed,9.00,PYTHON,1
PLACE_00389,2024,USN_2025_164,COMP_012,Placed,8.50,SQL,1
PLACE_00390,2025,USN_2025_244,COMP_002,Placed,45.00,MACHINE_LEARNING,1
PLACE_00391,2020,USN_2025_038,COMP_010,Placed,18.00,AWS_CLOUD,1
PLACE_00392,2023,USN_2025_376,COMP_004,Placed,38.00,CPP,1
PLACE_00393,2024,USN_2025_428,COMP_012,Placed,8.50,PYTHON,1
PLACE_00394,2023,USN_2025_392,COMP_012,Placed,8.50,MACHINE_LEARNING,1
PLACE_00395,2024,USN_2025_437,COMP_013,Placed,7.00,PYTHON,1
PLACE_00396,2023,USN_2025_129,COMP_004,Placed,38.00,VECTOR_DATABASES,1
PLACE_00397,2024,USN_2025_425,COMP_005,Placed,32.00,AWS_CLOUD,1
PLACE_00398,2023,USN_2025_134,,Not Placed,0.00,SQL,1
PLACE_00399,2025,USN_2025_077,COMP_012,Placed,8.50,AWS_CLOUD,1
PLACE_00400,2021,USN_2025_165,COMP_013,Placed,7.00,PYTHON,1
PLACE_00401,2023,USN_2025_218,COMP_008,Placed,24.00,REACT,1
PLACE_00402,2021,USN_2025_237,COMP_013,Placed,7.00,JAVA_BACKEND,1
PLACE_00403,2021,USN_2025_247,COMP_013,Placed,7.00,LANGCHAIN,1
PLACE_00404,2020,USN_2025_116,COMP_010,Placed,18.00,CPP,1
PLACE_00405,2025,USN_2025_003,COMP_009,Placed,20.00,JAVA_BACKEND,1
PLACE_00406,2021,USN_2025_010,COMP_003,Placed,42.00,CPP,1
PLACE_00407,2022,USN_2025_175,COMP_010,Placed,18.00,AWS_CLOUD,1
PLACE_00408,2021,USN_2025_190,COMP_011,Placed,9.00,PYTHON,1
PLACE_00409,2023,USN_2025_190,COMP_010,Placed,18.00,PYTHON,1
PLACE_00410,2021,USN_2025_368,COMP_009,Placed,20.00,PYTHON,1
PLACE_00411,2023,USN_2025_209,COMP_010,Placed,18.00,PYTHON,1
PLACE_00412,2023,USN_2025_473,COMP_004,Placed,38.00,PYTHON,1
PLACE_00413,2022,USN_2025_345,COMP_013,Placed,7.00,SQL,1
PLACE_00414,2021,USN_2025_334,COMP_004,Placed,38.00,PYTHON,0
PLACE_00415,2021,USN_2025_456,COMP_013,Placed,7.00,PYTHON,1
PLACE_00416,2024,USN_2025_016,COMP_011,Placed,9.00,PYTHON,1
PLACE_00417,2024,USN_2025_127,COMP_001,Placed,48.00,MACHINE_LEARNING,1
PLACE_00418,2020,USN_2025_385,COMP_012,Placed,8.50,SQL,1
PLACE_00419,2023,USN_2025_195,COMP_013,Placed,7.00,PYTHON,1
PLACE_00420,2022,USN_2025_493,COMP_004,Placed,38.00,GENAI_LLMS,1
PLACE_00421,2024,USN_2025_215,COMP_013,Placed,7.00,SQL,1
PLACE_00422,2021,USN_2025_463,COMP_005,Placed,32.00,SQL,1
PLACE_00423,2020,USN_2025_436,COMP_005,Placed,32.00,SQL,1
PLACE_00424,2022,USN_2025_010,COMP_004,Placed,38.00,CPP,1
PLACE_00425,2025,USN_2025_456,COMP_005,Placed,32.00,MACHINE_LEARNING,1
PLACE_00426,2021,USN_2025_405,COMP_002,Placed,45.00,MACHINE_LEARNING,1
PLACE_00427,2021,USN_2025_248,COMP_013,Placed,7.00,PYTHON,1
PLACE_00428,2025,USN_2025_457,COMP_002,Placed,45.00,PYTHON,1
PLACE_00429,2023,USN_2025_051,COMP_009,Placed,20.00,PYTHON,1
PLACE_00430,2023,USN_2025_500,COMP_009,Placed,20.00,COMPUTER_VISION,1
PLACE_00431,2024,USN_2025_192,COMP_012,Placed,8.50,AWS_CLOUD,1
PLACE_00432,2024,USN_2025_246,COMP_010,Placed,18.00,CPP,1
PLACE_00433,2021,USN_2025_122,COMP_013,Placed,7.00,PYTHON,1
PLACE_00434,2021,USN_2025_067,,Not Placed,0.00,DATABRICKS_DE,1
PLACE_00435,2024,USN_2025_273,COMP_007,Placed,26.00,REACT,1
PLACE_00436,2025,USN_2025_332,COMP_013,Placed,7.00,SQL,1
PLACE_00437,2024,USN_2025_414,COMP_011,Placed,9.00,PYTHON,1
PLACE_00438,2021,USN_2025_428,COMP_012,Placed,8.50,PYTHON,1
PLACE_00439,2022,USN_2025_352,COMP_013,Placed,7.00,SQL,1
PLACE_00440,2021,USN_2025_136,COMP_013,Placed,7.00,SQL,1
PLACE_00441,2022,USN_2025_302,COMP_013,Placed,7.00,PYSPARK,1
PLACE_00442,2022,USN_2025_079,COMP_007,Placed,26.00,SQL,1
PLACE_00443,2021,USN_2025_005,COMP_013,Placed,7.00,PYSPARK,1
PLACE_00444,2020,USN_2025_479,COMP_013,Placed,7.00,PYTHON,1
PLACE_00445,2024,USN_2025_343,COMP_013,Placed,7.00,SQL,1
PLACE_00446,2023,USN_2025_094,COMP_005,Placed,32.00,JAVA_BACKEND,1
PLACE_00447,2021,USN_2025_254,COMP_008,Placed,24.00,JAVA_BACKEND,1
PLACE_00448,2022,USN_2025_052,COMP_001,Placed,48.00,PYSPARK,1
PLACE_00449,2021,USN_2025_353,COMP_013,Placed,7.00,SQL,1
PLACE_00450,2024,USN_2025_248,COMP_013,Placed,7.00,PYTHON,1
PLACE_00451,2025,USN_2025_031,COMP_004,Placed,38.00,PYTHON,1
PLACE_00452,2022,USN_2025_471,COMP_004,Placed,38.00,PYTHON,1
PLACE_00453,2023,USN_2025_114,COMP_011,Placed,9.00,SQL,1
PLACE_00454,2023,USN_2025_220,COMP_005,Placed,32.00,AWS_CLOUD,1
PLACE_00455,2023,USN_2025_242,,Not Placed,0.00,SQL,1
PLACE_00456,2025,USN_2025_147,COMP_010,Placed,18.00,PYSPARK,1
PLACE_00457,2020,USN_2025_031,COMP_008,Placed,24.00,SQL,1
PLACE_00458,2022,USN_2025_105,COMP_010,Placed,18.00,DATABRICKS_DE,1
PLACE_00459,2025,USN_2025_105,COMP_006,Placed,28.00,SQL,1
PLACE_00460,2022,USN_2025_200,,Not Placed,0.00,JAVA_BACKEND,1
PLACE_00461,2025,USN_2025_472,COMP_012,Placed,8.50,COMPUTER_VISION,1
PLACE_00462,2025,USN_2025_277,COMP_012,Placed,8.50,SQL,1
PLACE_00463,2020,USN_2025_452,COMP_007,Placed,26.00,COMPUTER_VISION,1
PLACE_00464,2022,USN_2025_479,COMP_013,Placed,7.00,PYTHON,1
PLACE_00465,2025,USN_2025_198,COMP_013,Placed,7.00,PYTHON,1
PLACE_00466,2020,USN_2025_039,COMP_005,Placed,32.00,AWS_CLOUD,1
PLACE_00467,2021,USN_2025_262,COMP_011,Placed,9.00,PYTHON,1
PLACE_00468,2024,USN_2025_129,COMP_008,Placed,24.00,REACT,1
PLACE_00469,2025,USN_2025_432,COMP_012,Placed,8.50,SQL,1
PLACE_00470,2023,USN_2025_427,COMP_013,Placed,7.00,MACHINE_LEARNING,1
PLACE_00471,2020,USN_2025_199,COMP_011,Placed,9.00,MACHINE_LEARNING,1
PLACE_00472,2020,USN_2025_081,COMP_002,Placed,45.00,PYTHON,1
PLACE_00473,2025,USN_2025_317,COMP_009,Placed,20.00,PYTHON,1
PLACE_00474,2020,USN_2025_242,,Not Placed,0.00,LANGCHAIN,1
PLACE_00475,2021,USN_2025_252,COMP_008,Placed,24.00,REACT,1
PLACE_00476,2020,USN_2025_403,,Not Placed,0.00,MACHINE_LEARNING,1
PLACE_00477,2024,USN_2025_180,COMP_013,Placed,7.00,MACHINE_LEARNING,1
PLACE_00478,2024,USN_2025_126,,Not Placed,0.00,CPP,1
PLACE_00479,2023,USN_2025_497,COMP_001,Placed,48.00,PYSPARK,1
PLACE_00480,2021,USN_2025_097,COMP_004,Placed,38.00,JAVA_BACKEND,1
PLACE_00481,2024,USN_2025_349,COMP_013,Placed,7.00,SQL,1
PLACE_00482,2025,USN_2025_221,COMP_008,Placed,24.00,REACT,1
PLACE_00483,2022,USN_2025_010,COMP_004,Placed,38.00,CPP,1
PLACE_00484,2022,USN_2025_126,COMP_013,Placed,7.00,PYSPARK,1
PLACE_00485,2022,USN_2025_114,COMP_012,Placed,8.50,JAVA_BACKEND,1
PLACE_00486,2025,USN_2025_431,COMP_006,Placed,28.00,PYTHON,1
PLACE_00487,2020,USN_2025_428,COMP_011,Placed,9.00,PYTHON,1
PLACE_00488,2025,USN_2025_390,COMP_005,Placed,32.00,JAVA_BACKEND,1
PLACE_00489,2020,USN_2025_388,COMP_005,Placed,32.00,JAVA_BACKEND,1
PLACE_00490,2022,USN_2025_297,COMP_012,Placed,8.50,AWS_CLOUD,1
PLACE_00491,2023,USN_2025_229,COMP_009,Placed,20.00,SQL,1
PLACE_00492,2023,USN_2025_450,COMP_011,Placed,9.00,PYTHON,1
PLACE_00493,2020,USN_2025_189,COMP_011,Placed,9.00,REACT,1
PLACE_00494,2022,USN_2025_164,COMP_010,Placed,18.00,AWS_CLOUD,1
PLACE_00495,2025,USN_2025_242,,Not Placed,0.00,SQL,1
PLACE_00496,2023,USN_2025_495,COMP_006,Placed,28.00,SQL,1
PLACE_00497,2020,USN_2025_415,COMP_003,Placed,42.00,SQL,1
PLACE_00498,2025,USN_2025_282,COMP_005,Placed,32.00,AWS_CLOUD,1
PLACE_00499,2022,USN_2025_332,COMP_012,Placed,8.50,SQL,1
PLACE_00500,2021,USN_2025_061,COMP_011,Placed,9.00,REACT,1
PLACE_00501,2022,USN_2025_147,COMP_011,Placed,9.00,REACT,1
PLACE_00502,2022,USN_2025_123,COMP_006,Placed,28.00,MACHINE_LEARNING,1
PLACE_00503,2025,USN_2025_207,COMP_009,Placed,20.00,SQL,1
PLACE_00504,2025,USN_2025_130,COMP_013,Placed,7.00,SQL,1
PLACE_00505,2024,USN_2025_376,COMP_003,Placed,42.00,PYTHON,1
PLACE_00506,2024,USN_2025_441,COMP_005,Placed,32.00,SQL,1
PLACE_00507,2025,USN_2025_312,COMP_010,Placed,18.00,AWS_CLOUD,1
PLACE_00508,2025,USN_2025_056,COMP_013,Placed,7.00,PYSPARK,1
PLACE_00509,2021,USN_2025_340,COMP_005,Placed,32.00,SQL,1
PLACE_00510,2021,USN_2025_111,COMP_012,Placed,8.50,JAVA_BACKEND,1
PLACE_00511,2022,USN_2025_204,COMP_009,Placed,20.00,PYTHON,1
PLACE_00512,2023,USN_2025_438,COMP_001,Placed,48.00,VECTOR_DATABASES,1
PLACE_00513,2021,USN_2025_445,COMP_001,Placed,48.00,PYSPARK,1
PLACE_00514,2022,USN_2025_426,COMP_013,Placed,7.00,PYTHON,1
PLACE_00515,2020,USN_2025_379,COMP_013,Placed,7.00,PYTHON,0
PLACE_00516,2024,USN_2025_078,,Not Placed,0.00,REACT,1
PLACE_00517,2023,USN_2025_085,COMP_013,Placed,7.00,PYTHON,1
PLACE_00518,2022,USN_2025_438,COMP_003,Placed,42.00,PYTHON,1
PLACE_00519,2025,USN_2025_251,COMP_005,Placed,32.00,JAVA_BACKEND,1
PLACE_00520,2020,USN_2025_402,COMP_013,Placed,7.00,PYTHON,1
PLACE_00521,2024,USN_2025_405,COMP_002,Placed,45.00,PYTHON,1
PLACE_00522,2020,USN_2025_041,COMP_012,Placed,8.50,AWS_CLOUD,1
PLACE_00523,2022,USN_2025_158,COMP_013,Placed,7.00,SQL,1
PLACE_00524,2021,USN_2025_360,COMP_010,Placed,18.00,AWS_CLOUD,1
PLACE_00525,2024,USN_2025_084,COMP_008,Placed,24.00,SQL,1
PLACE_00526,2020,USN_2025_380,COMP_005,Placed,32.00,AWS_CLOUD,1
PLACE_00527,2021,USN_2025_269,COMP_009,Placed,20.00,VECTOR_DATABASES,1
PLACE_00528,2023,USN_2025_223,COMP_005,Placed,32.00,JAVA_BACKEND,1
PLACE_00529,2022,USN_2025_201,COMP_011,Placed,9.00,REACT,1
PLACE_00530,2022,USN_2025_468,,Not Placed,0.00,SQL,1
PLACE_00531,2024,USN_2025_170,COMP_004,Placed,38.00,PYTHON,1
PLACE_00532,2020,USN_2025_011,COMP_012,Placed,8.50,AWS_CLOUD,1
PLACE_00533,2023,USN_2025_445,COMP_004,Placed,38.00,DEEP_LEARNING,1
PLACE_00534,2025,USN_2025_451,COMP_009,Placed,20.00,PYTHON,1
PLACE_00535,2024,USN_2025_186,COMP_009,Placed,20.00,JAVA_BACKEND,1
PLACE_00536,2025,USN_2025_422,COMP_012,Placed,8.50,SQL,1
PLACE_00537,2024,USN_2025_008,COMP_010,Placed,18.00,AWS_CLOUD,1
PLACE_00538,2020,USN_2025_095,COMP_002,Placed,45.00,PYTHON,1
PLACE_00539,2023,USN_2025_269,COMP_006,Placed,28.00,CPP,1
PLACE_00540,2020,USN_2025_053,COMP_001,Placed,48.00,DATABRICKS_DE,1
PLACE_00541,2022,USN_2025_255,COMP_012,Placed,8.50,DATABRICKS_DE,1
PLACE_00542,2025,USN_2025_243,COMP_003,Placed,42.00,GENAI_LLMS,1
PLACE_00543,2021,USN_2025_408,COMP_002,Placed,45.00,PYTHON,1
PLACE_00544,2022,USN_2025_170,COMP_001,Placed,48.00,VECTOR_DATABASES,1
PLACE_00545,2022,USN_2025_082,COMP_007,Placed,26.00,REACT,1
PLACE_00546,2025,USN_2025_048,COMP_007,Placed,26.00,PYTHON,1
PLACE_00547,2024,USN_2025_115,COMP_005,Placed,32.00,SQL,1
PLACE_00548,2022,USN_2025_356,COMP_003,Placed,42.00,AWS_CLOUD,1
PLACE_00549,2023,USN_2025_145,COMP_013,Placed,7.00,CPP,1
PLACE_00550,2022,USN_2025_436,COMP_005,Placed,32.00,SQL,1
PLACE_00551,2023,USN_2025_094,COMP_002,Placed,45.00,PYTHON,1
PLACE_00552,2020,USN_2025_138,,Not Placed,0.00,CPP,1
PLACE_00553,2024,USN_2025_500,COMP_013,Placed,7.00,COMPUTER_VISION,1
PLACE_00554,2023,USN_2025_492,COMP_012,Placed,8.50,SQL,1
PLACE_00555,2022,USN_2025_184,COMP_011,Placed,9.00,PYTHON,1
PLACE_00556,2024,USN_2025_246,COMP_005,Placed,32.00,JAVA_BACKEND,1
PLACE_00557,2024,USN_2025_069,COMP_007,Placed,26.00,PYTHON,1
PLACE_00558,2023,USN_2025_072,COMP_004,Placed,38.00,MACHINE_LEARNING,1
PLACE_00559,2023,USN_2025_228,COMP_011,Placed,9.00,REACT,1
PLACE_00560,2021,USN_2025_458,,Not Placed,0.00,COMPUTER_VISION,1
PLACE_00561,2021,USN_2025_216,COMP_009,Placed,20.00,SQL,1
PLACE_00562,2024,USN_2025_426,COMP_005,Placed,32.00,SQL,1
PLACE_00563,2025,USN_2025_096,,Not Placed,0.00,CPP,1
PLACE_00564,2025,USN_2025_077,COMP_012,Placed,8.50,AWS_CLOUD,1
PLACE_00565,2021,USN_2025_429,COMP_013,Placed,7.00,PYSPARK,1
PLACE_00566,2022,USN_2025_492,COMP_011,Placed,9.00,PYTHON,1
PLACE_00567,2020,USN_2025_308,COMP_002,Placed,45.00,PYSPARK,1
PLACE_00568,2024,USN_2025_089,COMP_010,Placed,18.00,AWS_CLOUD,1
PLACE_00569,2020,USN_2025_308,COMP_005,Placed,32.00,JAVA_BACKEND,1
PLACE_00570,2021,USN_2025_392,COMP_010,Placed,18.00,PYTHON,1
PLACE_00571,2023,USN_2025_150,COMP_007,Placed,26.00,PYTHON,1
PLACE_00572,2024,USN_2025_029,COMP_011,Placed,9.00,SQL,1
PLACE_00573,2021,USN_2025_162,COMP_008,Placed,24.00,REACT,1
PLACE_00574,2022,USN_2025_357,COMP_010,Placed,18.00,PYTHON,1
PLACE_00575,2024,USN_2025_035,COMP_013,Placed,7.00,JAVA_BACKEND,1
PLACE_00576,2024,USN_2025_245,COMP_009,Placed,20.00,JAVA_BACKEND,1
PLACE_00577,2025,USN_2025_399,COMP_012,Placed,8.50,DEEP_LEARNING,1
PLACE_00578,2023,USN_2025_465,,Not Placed,0.00,VECTOR_DATABASES,1
PLACE_00579,2024,USN_2025_022,COMP_010,Placed,18.00,VECTOR_DATABASES,1
PLACE_00580,2023,USN_2025_470,COMP_005,Placed,32.00,SQL,1
PLACE_00581,2021,USN_2025_249,COMP_009,Placed,20.00,JAVA_BACKEND,1
PLACE_00582,2022,USN_2025_399,COMP_013,Placed,7.00,PYTHON,1
PLACE_00583,2022,USN_2025_058,COMP_012,Placed,8.50,MACHINE_LEARNING,1
PLACE_00584,2024,USN_2025_106,COMP_007,Placed,26.00,JAVA_BACKEND,1
PLACE_00585,2024,USN_2025_419,COMP_010,Placed,18.00,PYTHON,1
PLACE_00586,2021,USN_2025_232,COMP_006,Placed,28.00,MACHINE_LEARNING,1
PLACE_00587,2025,USN_2025_070,COMP_008,Placed,24.00,JAVA_BACKEND,1
PLACE_00588,2025,USN_2025_207,COMP_003,Placed,42.00,SQL,1
PLACE_00589,2025,USN_2025_081,COMP_001,Placed,48.00,DATABRICKS_DE,1
PLACE_00590,2023,USN_2025_399,COMP_013,Placed,7.00,PYTHON,1
PLACE_00591,2025,USN_2025_445,COMP_007,Placed,26.00,MACHINE_LEARNING,1
PLACE_00592,2022,USN_2025_441,COMP_009,Placed,20.00,SQL,1
PLACE_00593,2023,USN_2025_178,COMP_012,Placed,8.50,JAVA_BACKEND,1
PLACE_00594,2021,USN_2025_344,COMP_013,Placed,7.00,PYTHON,1
PLACE_00595,2022,USN_2025_416,COMP_013,Placed,7.00,SQL,1
PLACE_00596,2022,USN_2025_322,COMP_013,Placed,7.00,SQL,1
PLACE_00597,2020,USN_2025_085,,Not Placed,0.00,VECTOR_DATABASES,1
PLACE_00598,2021,USN_2025_411,COMP_004,Placed,38.00,CPP,1
PLACE_00599,2021,USN_2025_289,COMP_013,Placed,7.00,SQL,1
PLACE_00600,2020,USN_2025_042,COMP_003,Placed,42.00,AWS_CLOUD,1
PLACE_00601,2023,USN_2025_454,COMP_001,Placed,48.00,SQL,1
PLACE_00602,2025,USN_2025_111,COMP_012,Placed,8.50,JAVA_BACKEND,1
PLACE_00603,2025,USN_2025_389,COMP_004,Placed,38.00,CPP,1
PLACE_00604,2025,USN_2025_142,COMP_005,Placed,32.00,MACHINE_LEARNING,1
PLACE_00605,2025,USN_2025_257,COMP_012,Placed,8.50,SQL,1
PLACE_00606,2025,USN_2025_069,COMP_008,Placed,24.00,MACHINE_LEARNING,1
PLACE_00607,2020,USN_2025_339,COMP_011,Placed,9.00,PYTHON,1
PLACE_00608,2021,USN_2025_127,COMP_005,Placed,32.00,JAVA_BACKEND,1
PLACE_00609,2023,USN_2025_187,COMP_007,Placed,26.00,CPP,1
PLACE_00610,2022,USN_2025_310,COMP_011,Placed,9.00,MACHINE_LEARNING,1
PLACE_00611,2025,USN_2025_234,COMP_013,Placed,7.00,PYTHON,1
PLACE_00612,2020,USN_2025_213,COMP_012,Placed,8.50,SQL,1
PLACE_00613,2023,USN_2025_405,COMP_002,Placed,45.00,PYTHON,1
PLACE_00614,2023,USN_2025_257,COMP_010,Placed,18.00,AWS_CLOUD,1
PLACE_00615,2023,USN_2025_315,COMP_010,Placed,18.00,SQL,1
PLACE_00616,2020,USN_2025_365,COMP_012,Placed,8.50,JAVA_BACKEND,0
PLACE_00617,2022,USN_2025_453,COMP_012,Placed,8.50,PYTHON,1
PLACE_00618,2025,USN_2025_129,COMP_002,Placed,45.00,MACHINE_LEARNING,1
PLACE_00619,2023,USN_2025_372,COMP_013,Placed,7.00,PYTHON,1
PLACE_00620,2020,USN_2025_488,COMP_012,Placed,8.50,DEEP_LEARNING,1
PLACE_00621,2021,USN_2025_184,COMP_012,Placed,8.50,AWS_CLOUD,1
PLACE_00622,2020,USN_2025_029,COMP_012,Placed,8.50,JAVA_BACKEND,1
PLACE_00623,2020,USN_2025_117,COMP_011,Placed,9.00,REACT,1
PLACE_00624,2020,USN_2025_031,COMP_005,Placed,32.00,SQL,1
PLACE_00625,2023,USN_2025_195,COMP_013,Placed,7.00,PYTHON,1
PLACE_00626,2020,USN_2025_207,COMP_003,Placed,42.00,SQL,1
PLACE_00627,2021,USN_2025_394,COMP_004,Placed,38.00,PYTHON,1
PLACE_00628,2023,USN_2025_110,COMP_013,Placed,7.00,PYTHON,1
PLACE_00629,2021,USN_2025_172,COMP_005,Placed,32.00,AWS_CLOUD,1
PLACE_00630,2024,USN_2025_052,COMP_001,Placed,48.00,PYSPARK,1
PLACE_00631,2020,USN_2025_151,COMP_003,Placed,42.00,SQL,1
PLACE_00632,2025,USN_2025_365,COMP_010,Placed,18.00,PYTHON,0
PLACE_00633,2025,USN_2025_067,COMP_013,Placed,7.00,SQL,1
PLACE_00634,2023,USN_2025_179,COMP_003,Placed,42.00,JAVA_BACKEND,1
PLACE_00635,2025,USN_2025_271,COMP_013,Placed,7.00,PYTHON,1
PLACE_00636,2023,USN_2025_179,COMP_002,Placed,45.00,JAVA_BACKEND,1
PLACE_00637,2020,USN_2025_391,COMP_011,Placed,9.00,SQL,1
PLACE_00638,2022,USN_2025_097,COMP_007,Placed,26.00,REACT,1
PLACE_00639,2022,USN_2025_113,COMP_010,Placed,18.00,MACHINE_LEARNING,1
PLACE_00640,2021,USN_2025_358,COMP_010,Placed,18.00,PYTHON,1
PLACE_00641,2020,USN_2025_347,COMP_013,Placed,7.00,PYTHON,1
PLACE_00642,2025,USN_2025_120,,Not Placed,0.00,JAVA_BACKEND,1
PLACE_00643,2020,USN_2025_115,COMP_009,Placed,20.00,SQL,1
PLACE_00644,2024,USN_2025_136,COMP_010,Placed,18.00,AWS_CLOUD,1
PLACE_00645,2022,USN_2025_387,COMP_012,Placed,8.50,JAVA_BACKEND,1
PLACE_00646,2025,USN_2025_073,COMP_001,Placed,48.00,DATABRICKS_DE,1
PLACE_00647,2022,USN_2025_300,COMP_013,Placed,7.00,SQL,1
PLACE_00648,2020,USN_2025_143,COMP_004,Placed,38.00,JAVA_BACKEND,1
PLACE_00649,2025,USN_2025_366,COMP_004,Placed,38.00,CPP,1
PLACE_00650,2021,USN_2025_273,COMP_007,Placed,26.00,REACT,1
PLACE_00651,2020,USN_2025_287,COMP_003,Placed,42.00,CPP,1
PLACE_00652,2021,USN_2025_107,COMP_010,Placed,18.00,AWS_CLOUD,1
PLACE_00653,2025,USN_2025_412,,Not Placed,0.00,JAVA_BACKEND,1
PLACE_00654,2022,USN_2025_123,COMP_007,Placed,26.00,PYTHON,1
PLACE_00655,2024,USN_2025_003,COMP_003,Placed,42.00,CPP,1
PLACE_00656,2023,USN_2025_293,COMP_012,Placed,8.50,JAVA_BACKEND,1
PLACE_00657,2022,USN_2025_202,COMP_011,Placed,9.00,JAVA_BACKEND,1
PLACE_00658,2021,USN_2025_025,COMP_013,Placed,7.00,PYSPARK,1
PLACE_00659,2020,USN_2025_320,COMP_002,Placed,45.00,PYSPARK,1
PLACE_00660,2025,USN_2025_137,,Not Placed,0.00,REACT,1
PLACE_00661,2022,USN_2025_201,COMP_012,Placed,8.50,GENAI_LLMS,1
