skill_id,student_id,skill_name,skill_category,proficiency_level,certified_flag
SSK_00353,USN_2025_081,CPP,Core Engineering,Intermediate,true
SSK_00354,USN_2025_081,PYTHON,Core Engineering,Intermediate,true
SSK_00355,USN_2025_081,DATABRICKS_DE,Data Engineering & Cloud,Advanced,true
SSK_00356,USN_2025_081,AWS_CLOUD,Data Engineering & Cloud,Advanced,true
SSK_00357,USN_2025_082,JAVA_BACKEND,Core Engineering,Beginner,false
SSK_00358,USN_2025_082,REACT,Core Engineering,Advanced,true
SSK_00359,USN_2025_082,AWS_CLOUD,Data Engineering & Cloud,Advanced,false
SSK_00360,USN_2025_083,JAVA_BACKEND,Core Engineering,Intermediate,false
SSK_00361,USN_2025_083,CPP,Core Engineering,Beginner,true
SSK_00362,USN_2025_083,LANGCHAIN,AI / GenAI,Beginner,true
SSK_00363,USN_2025_083,AWS_CLOUD,Data Engineering & Cloud,Beginner,false
SSK_00364,USN_2025_083,DATABRICKS_DE,Data Engineering & Cloud,Intermediate,false
SSK_00365,USN_2025_083,MACHINE_LEARNING,AI / GenAI,Beginner,false
SSK_00366,USN_2025_084,CPP,Core Engineering,Intermediate,false
SSK_00367,USN_2025_084,SQL,Data Engineering & Cloud,Advanced,false
SSK_00368,USN_2025_084,DATABRICKS_DE,Data Engineering & Cloud,Advanced,true
SSK_00369,USN_2025_084,VECTOR_DATABASES,AI / GenAI,Advanced,true
SSK_00370,USN_2025_085,PYTHON,Core Engineering,Advanced,false
SSK_00371,USN_2025_085,REACT,Core Engineering,Beginner,false
SSK_00372,USN_2025_085,VECTOR_DATABASES,AI / GenAI,Advanced,false
SSK_00373,USN_2025_085,MACHINE_LEARNING,AI / GenAI,Advanced,false
SSK_00374,USN_2025_086,PYTHON,Core Engineering,Advanced,false
SSK_00375,USN_2025_086,SQL,Data Engineering & Cloud,Advanced,false
SSK_00376,USN_2025_086,DATABRICKS_DE,Data Engineering & Cloud,Intermediate,true
SSK_00377,USN_2025_086,VECTOR_DATABASES,AI / GenAI,Intermediate,false
SSK_00378,USN_2025_087,PYTHON,Core Engineering,Intermediate,false
SSK_00379,USN_2025_087,REACT,Core Engineering,Advanced,false
SSK_00380,USN_2025_087,LANGCHAIN,AI / GenAI,Intermediate,false
SSK_00381,USN_2025_087,MACHINE_LEARNING,AI / GenAI,Beginner,false
SSK_00382,USN_2025_087,GENAI_LLMS,AI / GenAI,Intermediate,false
SSK_00383,USN_2025_088,CPP,Core Engineering,Advanced,false
SSK_00384,USN_2025_088,REACT,Core Engineering,Advanced,false
SSK_00385,USN_2025_088,PYSPARK,Data Engineering & Cloud,Advanced,false
SSK_00386,USN_2025_089,SQL,Data Engineering & Cloud,Beginner,true
SSK_00387,USN_2025_089,CPP,Core Engineering,Beginner,false
SSK_00388,USN_2025_089,AWS_CLOUD,Data Engineering & Cloud,Beginner,true
SSK_00389,USN_2025_090,SQL,Data Engineering & Cloud,Intermediate,false
SSK_00390,USN_2025_090,PYTHON,Core Engineering,Advanced,true
SSK_00391,USN_2025_090,GENAI_LLMS,AI / GenAI,Intermediate,false
SSK_00392,USN_2025_090,AWS_CLOUD,Data Engineering & Cloud,Advanced,true
SSK_00393,USN_2025_090,MACHINE_LEARNING,AI / GenAI,Advanced,true
SSK_00394,USN_2025_091,PYTHON,Core Engineering,Advanced,true
SSK_00395,USN_2025_091,REACT,Core Engineering,Beginner,false
SSK_00396,USN_2025_091,GENAI_LLMS,AI / GenAI,Intermediate,true
SSK_00397,USN_2025_092,CPP,Core Engineering,Beginner,true
SSK_00398,USN_2025_092,PYTHON,Core Engineering,Advanced,true
SSK_00399,USN_2025_092,VECTOR_DATABASES,AI / GenAI,Advanced,true
SSK_00400,USN_2025_093,CPP,Core Engineering,Beginner,false
SSK_00401,USN_2025_093,REACT,Core Engineering,Intermediate,false
SSK_00402,USN_2025_093,VECTOR_DATABASES,AI / GenAI,Beginner,true
SSK_00403,USN_2025_093,PYSPARK,Data Engineering & Cloud,Advanced,true
SSK_00404,USN_2025_094,JAVA_BACKEND,Core Engineering,Intermediate,false
SSK_00405,USN_2025_094,PYTHON,Core Engineering,Beginner,true
SSK_00406,USN_2025_094,DATABRICKS_DE,Data Engineering & Cloud,Intermediate,false
SSK_00407,USN_2025_095,PYTHON,Core Engineering,Advanced,false
SSK_00408,USN_2025_095,SQL,Data Engineering & Cloud,Intermediate,true
SSK_00409,USN_2025_095,AWS_CLOUD,Data Engineering & Cloud,Intermediate,false
SSK_00410,USN_2025_095,GENAI_LLMS,AI / GenAI,Advanced,false
SSK_00411,USN_2025_096,CPP,Core Engineering,Advanced,false
SSK_00412,USN_2025_096,PYTHON,Core Engineering,Advanced,false
SSK_00413,USN_2025_096,AWS_CLOUD,Data Engineering & Cloud,Advanced,false
SSK_00414,USN_2025_096,MACHINE_LEARNING,AI / GenAI,Intermediate,false
SSK_00415,USN_2025_097,JAVA_BACKEND,Core Engineering,Intermediate,false
SSK_00416,USN_2025_097,REACT,Core Engineering,Advanced,false
SSK_00417,USN_2025_097,LANGCHAIN,AI / GenAI,Advanced,true
SSK_00418,USN_2025_097,PYSPARK,Data Engineering & Cloud,Intermediate,false
SSK_00419,USN_2025_097,VECTOR_DATABASES,AI / GenAI,Advanced,false
SSK_00420,USN_2025_097,MACHINE_LEARNING,AI / GenAI,Intermediate,true
SSK_00421,USN_2025_098,PYTHON,Core Engineering,Advanced,false
SSK_00422,USN_2025_098,SQL,Data Engineering & Cloud,Advanced,true
SSK_00423,USN_2025_098,AWS_CLOUD,Data Engineering & Cloud,Advanced,true
SSK_00424,USN_2025_098,DATABRICKS_DE,Data Engineering & Cloud,Intermediate,true
SSK_00425,USN_2025_099,SQL,Data Engineering & Cloud,Advanced,false
SSK_00426,USN_2025_099,JAVA_BACKEND,Core Engineering,Intermediate,true
SSK_00427,USN_2025_099,GENAI_LLMS,AI / GenAI,Advanced,false
SSK_00428,USN_2025_100,JAVA_BACKEND,Core Engineering,Advanced,false
SSK_00429,USN_2025_100,REACT,Core Engineering,Beginner,false
SSK_00430,USN_2025_100,VECTOR_DATABASES,AI / GenAI,Intermediate,false
SSK_00431,USN_2025_101,JAVA_BACKEND,Core Engineering,Intermediate,false
SSK_00432,USN_2025_101,PYTHON,Core Engineering,Beginner,false
SSK_00433,USN_2025_101,MACHINE_LEARNING,AI / GenAI,Intermediate,false
SSK_00434,USN_2025_101,LANGCHAIN,AI / GenAI,Beginner,false
SSK_00435,USN_2025_101,AWS_CLOUD,Data Engineering & Cloud,Advanced,false
SSK_00436,USN_2025_101,GENAI_LLMS,AI / GenAI,Beginner,true
SSK_00437,USN_2025_102,CPP,Core Engineering,Intermediate,true
SSK_00438,USN_2025_102,SQL,Data Engineering & Cloud,Advanced,true
SSK_00439,USN_2025_102,GENAI_LLMS,AI / GenAI,Intermediate,false
SSK_00440,USN_2025_102,LANGCHAIN,AI / GenAI,Beginner,true
SSK_00441,USN_2025_102,DATABRICKS_DE,Data Engineering & Cloud,Intermediate,true
SSK_00442,USN_2025_103,PYTHON,Core Engineering,Intermediate,true
SSK_00443,USN_2025_103,JAVA_BACKEND,Core Engineering,Intermediate,false
SSK_00444,USN_2025_103,AWS_CLOUD,Data Engineering & Cloud,Beginner,true
SSK_00445,USN_2025_103,LANGCHAIN,AI / GenAI,Beginner,false
SSK_00446,USN_2025_103,DATABRICKS_DE,Data Engineering & Cloud,Beginner,false
SSK_00447,USN_2025_104,PYTHON,Core Engineering,Beginner,false
SSK_00448,USN_2025_104,CPP,Core Engineering,Advanced,false
SSK_00449,USN_2025_104,LANGCHAIN,AI / GenAI,Intermediate,false
SSK_00450,USN_2025_105,SQL,Data Engineering & Cloud,Intermediate,false
SSK_00451,USN_2025_105,JAVA_BACKEND,Core Engineering,Advanced,false
SSK_00452,USN_2025_105,DATABRICKS_DE,Data Engineering & Cloud,Intermediate,false
SSK_00453,USN_2025_105,MACHINE_LEARNING,AI / GenAI,Beginner,false
SSK_00454,USN_2025_106,SQL,Data Engineering & Cloud,Advanced,false
SSK_00455,USN_2025_106,JAVA_BACKEND,Core Engineering,Advanced,false
SSK_00456,USN_2025_106,VECTOR_DATABASES,AI / GenAI,Beginner,true
SSK_00457,USN_2025_106,MACHINE_LEARNING,AI / GenAI,Advanced,false
SSK_00458,USN_2025_106,DATABRICKS_DE,Data Engineering & Cloud,Advanced,true
SSK_00459,USN_2025_107,SQL,Data Engineering & Cloud,Intermediate,false
SSK_00460,USN_2025_107,REACT,Core Engineering,Beginner,false
SSK_00461,USN_2025_107,AWS_CLOUD,Data Engineering & Cloud,Beginner,false
SSK_00462,USN_2025_107,GENAI_LLMS,AI / GenAI,Beginner,true
SSK_00463,USN_2025_108,PYTHON,Core Engineering,Intermediate,true
SSK_00464,USN_2025_108,SQL,Data Engineering & Cloud,Intermediate,false
SSK_00465,USN_2025_108,CPP,Core Engineering,Advanced,false
SSK_00466,USN_2025_108,MACHINE_LEARNING,AI / GenAI,Beginner,false
SSK_00467,USN_2025_109,PYTHON,Core Engineering,Beginner,true
SSK_00468,USN_2025_109,JAVA_BACKEND,Core Engineering,Advanced,false
SSK_00469,USN_2025_109,GENAI_LLMS,AI / GenAI,Beginner,false
SSK_00470,USN_2025_109,PYSPARK,Data Engineering & Cloud,Advanced,true
SSK_00471,USN_2025_109,MACHINE_LEARNING,AI / GenAI,Intermediate,true
SSK_00472,USN_2025_110,CPP,Core Engineering,Beginner,false
SSK_00473,USN_2025_110,PYTHON,Core Engineering,Intermediate,false
SSK_00474,USN_2025_110,LANGCHAIN,AI / GenAI,Intermediate,false
SSK_00475,USN_2025_111,JAVA_BACKEND,Core Engineering,Beginner,true
SSK_00476,USN_2025_111,SQL,Data Engineering & Cloud,Intermediate,false
SSK_00477,USN_2025_111,VECTOR_DATABASES,AI / GenAI,Beginner,true
SSK_00478,USN_2025_111,PYSPARK,Data Engineering & Cloud,Advanced,false
SSK_00479,USN_2025_111,MACHINE_LEARNING,AI / GenAI,Advanced,false
SSK_00480,USN_2025_112,PYTHON,Core Engineering,Advanced,false
SSK_00481,USN_2025_112,SQL,Data Engineering & Cloud,Beginner,false
SSK_00482,USN_2025_112,GENAI_LLMS,AI / GenAI,Beginner,false
SSK_00483,USN_2025_113,REACT,Core Engineering,Advanced,false
SSK_00484,USN_2025_113,JAVA_BACKEND,Core Engineering,Intermediate,true
SSK_00485,USN_2025_113,MACHINE_LEARNING,AI / GenAI,Intermediate,true
SSK_00486,USN_2025_113,DATABRICKS_DE,Data Engineering & Cloud,Advanced,false
SSK_00487,USN_2025_114,JAVA_BACKEND,Core Engineering,Intermediate,true
SSK_00488,USN_2025_114,SQL,Data Engineering & Cloud,Advanced,false
SSK_00489,USN_2025_114,VECTOR_DATABASES,AI / GenAI,Advanced,false
SSK_00490,USN_2025_114,GENAI_LLMS,AI / GenAI,Intermediate,true
SSK_00491,USN_2025_114,AWS_CLOUD,Data Engineering & Cloud,Advanced,false
SSK_00492,USN_2025_114,DATABRICKS_DE,Data Engineering & Cloud,Beginner,false
SSK_00493,USN_2025_115,REACT,Core Engineering,Advanced,false
SSK_00494,USN_2025_115,SQL,Data Engineering & Cloud,Beginner,true
SSK_00495,USN_2025_115,DATABRICKS_DE,Data Engineering & Cloud,Beginner,false
SSK_00496,USN_2025_115,LANGCHAIN,AI / GenAI,Intermediate,false
SSK_00497,USN_2025_115,GENAI_LLMS,AI / GenAI,Intermediate,true
SSK_00498,USN_2025_116,SQL,Data Engineering & Cloud,Beginner,false
SSK_00499,USN_2025_116,CPP,Core Engineering,Intermediate,true
SSK_00500,USN_2025_116,LANGCHAIN,AI / GenAI,Intermediate,true
SSK_00501,USN_2025_116,PYSPARK,Data Engineering & Cloud,Beginner,true
SSK_00502,USN_2025_117,REACT,Core Engineering,Intermediate,true
SSK_00503,USN_2025_117,CPP,Core Engineering,Advanced,false
SSK_00504,USN_2025_117,LANGCHAIN,AI / GenAI,Beginner,false
SSK_00505,USN_2025_117,AWS_CLOUD,Data Engineering & Cloud,Beginner,false
SSK_00506,USN_2025_117,GENAI_LLMS,AI / GenAI,Intermediate,false
SSK_00507,USN_2025_118,JAVA_BACKEND,Core Engineering,Beginner,true
SSK_00508,USN_2025_118,CPP,Core Engineering,Advanced,true
SSK_00509,USN_2025_118,VECTOR_DATABASES,AI / GenAI,Advanced,true
SSK_00510,USN_2025_119,CPP,Core Engineering,Beginner,true
SSK_00511,USN_2025_119,JAVA_BACKEND,Core Engineering,Beginner,false
SSK_00512,USN_2025_119,LANGCHAIN,AI / GenAI,Intermediate,false
SSK_00513,USN_2025_119,DATABRICKS_DE,Data Engineering & Cloud,Advanced,true
SSK_00514,USN_2025_119,GENAI_LLMS,AI / GenAI,Intermediate,true
SSK_00515,USN_2025_119,PYSPARK,Data Engineering & Cloud,Beginner,false
SSK_00516,USN_2025_120,CPP,Core Engineering,Beginner,false
SSK_00517,USN_2025_120,JAVA_BACKEND,Core Engineering,Beginner,false
SSK_00518,USN_2025_120,AWS_CLOUD,Data Engineering & Cloud,Advanced,false
SSK_00519,USN_2025_120,PYSPARK,Data Engineering & Cloud,Advanced,false
SSK_00520,USN_2025_120,DATABRICKS_DE,Data Engineering & Cloud,Beginner,false
SSK_00521,USN_2025_120,LANGCHAIN,AI / GenAI,Advanced,false
SSK_00522,USN_2025_121,REACT,Core Engineering,Beginner,false
SSK_00523,USN_2025_121,SQL,Data Engineering & Cloud,Advanced,false
SSK_00524,USN_2025_121,AWS_CLOUD,Data Engineering & Cloud,Intermediate,false
SSK_00525,USN_2025_121,PYSPARK,Data Engineering & Cloud,Advanced,true
SSK_00526,USN_2025_121,VECTOR_DATABASES,AI / GenAI,Intermediate,true
SSK_00527,USN_2025_121,DATABRICKS_DE,Data Engineering & Cloud,Advanced,true
SSK_00528,USN_2025_122,SQL,Data Engineering & Cloud,Beginner,false
SSK_00529,USN_2025_122,PYTHON,Core Engineering,Advanced,true
SSK_00530,USN_2025_122,LANGCHAIN,AI / GenAI,Intermediate,true
SSK_00531,USN_2025_122,MACHINE_LEARNING,AI / GenAI,Advanced,false
SSK_00532,USN_2025_122,PYSPARK,Data Engineering & Cloud,Intermediate,false
SSK_00533,USN_2025_123,CPP,Core Engineering,Intermediate,false
SSK_00534,USN_2025_123,PYTHON,Core Engineering,Intermediate,false
SSK_00535,USN_2025_123,LANGCHAIN,AI / GenAI,Intermediate,false
SSK_00536,USN_2025_123,MACHINE_LEARNING,AI / GenAI,Beginner,true
SSK_00537,USN_2025_124,SQL,Data Engineering & Cloud,Beginner,false
SSK_00538,USN_2025_124,JAVA_BACKEND,Core Engineering,Beginner,true
SSK_00539,USN_2025_124,VECTOR_DATABASES,AI / GenAI,Intermediate,false
SSK_00540,USN_2025_124,DATABRICKS_DE,Data Engineering & Cloud,Advanced,true
SSK_00541,USN_2025_124,GENAI_LLMS,AI / GenAI,Intermediate,false
SSK_00542,USN_2025_124,PYSPARK,Data Engineering & Cloud,Intermediate,true
SSK_00543,USN_2025_125,CPP,Core Engineering,Advanced,false
SSK_00544,USN_2025_125,SQL,Data Engineering & Cloud,Beginner,true
SSK_00545,USN_2025_125,PYSPARK,Data Engineering & Cloud,Intermediate,false
SSK_00546,USN_2025_126,JAVA_BACKEND,Core Engineering,Beginner,true
SSK_00547,USN_2025_126,CPP,Core Engineering,Beginner,false
SSK_00548,USN_2025_126,LANGCHAIN,AI / GenAI,Advanced,false
SSK_00549,USN_2025_126,PYSPARK,Data Engineering & Cloud,Intermediate,true
SSK_00550,USN_2025_127,JAVA_BACKEND,Core Engineering,Advanced,false
SSK_00551,USN_2025_127,REACT,Core Engineering,Advanced,false
SSK_00552,USN_2025_127,MACHINE_LEARNING,AI / GenAI,Advanced,false
SSK_00553,USN_2025_128,SQL,Data Engineering & Cloud,Beginner,false
SSK_00554,USN_2025_128,REACT,Core Engineering,Advanced,true
SSK_00555,USN_2025_128,LANGCHAIN,AI / GenAI,Advanced,false
SSK_00556,USN_2025_128,VECTOR_DATABASES,AI / GenAI,Advanced,true
SSK_00557,USN_2025_129,REACT,Core Engineering,Advanced,false
SSK_00558,USN_2025_129,SQL,Data Engineering & Cloud,Advanced,false
SSK_00559,USN_2025_129,GENAI_LLMS,AI / GenAI,Beginner,false
SSK_00560,USN_2025_129,VECTOR_DATABASES,AI / GenAI,Beginner,true
SSK_00561,USN_2025_129,MACHINE_LEARNING,AI / GenAI,Advanced,false
SSK_00562,USN_2025_129,LANGCHAIN,AI / GenAI,Intermediate,false
SSK_00563,USN_2025_130,JAVA_BACKEND,Core Engineering,Advanced,false
SSK_00564,USN_2025_130,SQL,Data Engineering & Cloud,Intermediate,false
SSK_00565,USN_2025_130,GENAI_LLMS,AI / GenAI,Intermediate,false
SSK_00566,USN_2025_130,VECTOR_DATABASES,AI / GenAI,Beginner,false
SSK_00567,USN_2025_130,AWS_CLOUD,Data Engineering & Cloud,Advanced,false
SSK_00568,USN_2025_130,LANGCHAIN,AI / GenAI,Beginner,false
SSK_00569,USN_2025_131,SQL,Data Engineering & Cloud,Beginner,false
SSK_00570,USN_2025_131,PYTHON,Core Engineering,Intermediate,false
SSK_00571,USN_2025_131,PYSPARK,Data Engineering & Cloud,Advanced,false
SSK_00572,USN_2025_131,LANGCHAIN,AI / GenAI,Beginner,false
SSK_00573,USN_2025_131,GENAI_LLMS,AI / GenAI,Beginner,false
SSK_00574,USN_2025_131,DATABRICKS_DE,Data Engineering & Cloud,Beginner,true
SSK_00575,USN_2025_132,REACT,Core Engineering,Intermediate,false
SSK_00576,USN_2025_132,PYTHON,Core Engineering,Beginner,false
SSK_00577,USN_2025_132,AWS_CLOUD,Data Engineering & Cloud,Advanced,false
SSK_00578,USN_2025_132,DATABRICKS_DE,Data Engineering & Cloud,Beginner,true
SSK_00579,USN_2025_133,SQL,Data Engineering & Cloud,Advanced,true
SSK_00580,USN_2025_133,PYTHON,Core Engineering,Advanced,true
SSK_00581,USN_2025_133,VECTOR_DATABASES,AI / GenAI,Intermediate,false
SSK_00582,USN_2025_134,SQL,Data Engineering & Cloud,Intermediate,false
SSK_00583,USN_2025_134,CPP,Core Engineering,Intermediate,false
SSK_00584,USN_2025_134,DATABRICKS_DE,Data Engineering & Cloud,Beginner,false
SSK_00585,USN_2025_134,GENAI_LLMS,AI / GenAI,Intermediate,false
SSK_00586,USN_2025_135,SQL,Data Engineering & Cloud,Intermediate,false
SSK_00587,USN_2025_135,PYTHON,Core Engineering,Advanced,false
SSK_00588,USN_2025_135,MACHINE_LEARNING,AI / GenAI,Intermediate,true
SSK_00589,USN_2025_135,AWS_CLOUD,Data Engineering & Cloud,Intermediate,true
SSK_00590,USN_2025_135,GENAI_LLMS,AI / GenAI,Advanced,false
SSK_00591,USN_2025_135,LANGCHAIN,AI / GenAI,Advanced,false
SSK_00592,USN_2025_136,SQL,Data Engineering & Cloud,Advanced,false
SSK_00593,USN_2025_136,REACT,Core Engineering,Intermediate,false
SSK_00594,USN_2025_136,LANGCHAIN,AI / GenAI,Advanced,false
SSK_00595,USN_2025_136,DATABRICKS_DE,Data Engineering & Cloud,Advanced,false
SSK_00596,USN_2025_136,GENAI_LLMS,AI / GenAI,Beginner,false
SSK_00597,USN_2025_136,AWS_CLOUD,Data Engineering & Cloud,Beginner,false
SSK_00598,USN_2025_137,CPP,Core Engineering,Intermediate,false
SSK_00599,USN_2025_137,REACT,Core Engineering,Intermediate,true
SSK_00600,USN_2025_137,MACHINE_LEARNING,AI / GenAI,Advanced,false
SSK_00601,USN_2025_137,AWS_CLOUD,Data Engineering & Cloud,Intermediate,true
SSK_00602,USN_2025_137,GENAI_LLMS,AI / GenAI,Beginner,true
SSK_00603,USN_2025_137,PYSPARK,Data Engineering & Cloud,Advanced,false
SSK_00604,USN_2025_138,CPP,Core Engineering,Advanced,true
SSK_00605,USN_2025_138,SQL,Data Engineering & Cloud,Beginner,false
SSK_00606,USN_2025_138,VECTOR_DATABASES,AI / GenAI,Beginner,true
SSK_00607,USN_2025_138,PYSPARK,Data Engineering & Cloud,Intermediate,true
SSK_00608,USN_2025_138,LANGCHAIN,AI / GenAI,Advanced,true
SSK_00609,USN_2025_139,JAVA_BACKEND,Core Engineering,Beginner,false
SSK_00610,USN_2025_139,PYTHON,Core Engineering,Beginner,false
SSK_00611,USN_2025_139,VECTOR_DATABASES,AI / GenAI,Beginner,false
SSK_00612,USN_2025_139,LANGCHAIN,AI / GenAI,Beginner,false
SSK_00613,USN_2025_139,DATABRICKS_DE,Data Engineering & Cloud,Beginner,false
SSK_00614,USN_2025_140,PYTHON,Core Engineering,Intermediate,false
SSK_00615,USN_2025_140,REACT,Core Engineering,Advanced,false
SSK_00616,USN_2025_140,LANGCHAIN,AI / GenAI,Advanced,false
SSK_00617,USN_2025_140,PYSPARK,Data Engineering & Cloud,Intermediate,false
SSK_00618,USN_2025_141,PYTHON,Core Engineering,Advanced,false
SSK_00619,USN_2025_141,JAVA_BACKEND,Core Engineering,Beginner,false
SSK_00620,USN_2025_141,GENAI_LLMS,AI / GenAI,Beginner,true
SSK_00621,USN_2025_141,LANGCHAIN,AI / GenAI,Intermediate,false
SSK_00622,USN_2025_141,PYSPARK,Data Engineering & Cloud,Intermediate,false
SSK_00623,USN_2025_142,REACT,Core Engineering,Intermediate,true
SSK_00624,USN_2025_142,PYTHON,Core Engineering,Advanced,false
SSK_00625,USN_2025_142,PYSPARK,Data Engineering & Cloud,Intermediate,false
SSK_00626,USN_2025_142,MACHINE_LEARNING,AI / GenAI,Advanced,false
SSK_00627,USN_2025_143,SQL,Data Engineering & Cloud,Advanced,true
SSK_00628,USN_2025_143,JAVA_BACKEND,Core Engineering,Beginner,true
SSK_00629,USN_2025_143,LANGCHAIN,AI / GenAI,Intermediate,true
SSK_00630,USN_2025_143,AWS_CLOUD,Data Engineering & Cloud,Advanced,false
SSK_00631,USN_2025_143,DATABRICKS_DE,Data Engineering & Cloud,Beginner,true
SSK_00632,USN_2025_144,PYTHON,Core Engineering,Beginner,false
SSK_00633,USN_2025_144,REACT,Core Engineering,Advanced,false
SSK_00634,USN_2025_144,MACHINE_LEARNING,AI / GenAI,Beginner,false
SSK_00635,USN_2025_144,PYSPARK,Data Engineering & Cloud,Intermediate,true
SSK_00636,USN_2025_145,JAVA_BACKEND,Core Engineering,Intermediate,false
SSK_00637,USN_2025_145,CPP,Core Engineering,Advanced,true
SSK_00638,USN_2025_145,LANGCHAIN,AI / GenAI,Beginner,false
SSK_00639,USN_2025_145,GENAI_LLMS,AI / GenAI,Intermediate,false
SSK_00640,USN_2025_146,JAVA_BACKEND,Core Engineering,Intermediate,true
SSK_00641,USN_2025_146,REACT,Core Engineering,Intermediate,false
SSK_00642,USN_2025_146,VECTOR_DATABASES,AI / GenAI,Intermediate,false
SSK_00643,USN_2025_147,JAVA_BACKEND,Core Engineering,Intermediate,false
SSK_00644,USN_2025_147,REACT,Core Engineering,Beginner,false
SSK_00645,USN_2025_147,PYSPARK,Data Engineering & Cloud,Advanced,false
SSK_00646,USN_2025_148,CPP,Core Engineering,Advanced,true
SSK_00647,USN_2025_148,SQL,Data Engineering & Cloud,Beginner,false
SSK_00648,USN_2025_148,MACHINE_LEARNING,AI / GenAI,Beginner,true
SSK_00649,USN_2025_149,CPP,Core Engineering,Advanced,false
SSK_00650,USN_2025_149,SQL,Data Engineering & Cloud,Advanced,true
SSK_00651,USN_2025_149,VECTOR_DATABASES,AI / GenAI,Advanced,true
SSK_00652,USN_2025_149,PYSPARK,Data Engineering & Cloud,Advanced,false
SSK_00653,USN_2025_149,DATABRICKS_DE,Data Engineering & Cloud,Advanced,false
SSK_00654,USN_2025_149,AWS_CLOUD,Data Engineering & Cloud,Intermediate,true
SSK_00655,USN_2025_150,PYTHON,Core Engineering,Advanced,false
SSK_00656,USN_2025_150,REACT,Core Engineering,Beginner,true
SSK_00657,USN_2025_150,DATABRICKS_DE,Data Engineering & Cloud,Intermediate,false
SSK_00658,USN_2025_150,PYSPARK,Data Engineering & Cloud,Intermediate,true
SSK_00659,USN_2025_150,VECTOR_DATABASES,AI / GenAI,Beginner,true
SSK_00660,USN_2025_151,REACT,Core Engineering,Intermediate,false
SSK_00661,USN_2025_151,SQL,Data Engineering & Cloud,Beginner,false
SSK_00662,USN_2025_151,DATABRICKS_DE,Data Engineering & Cloud,Advanced,false
SSK_00663,USN_2025_151,LANGCHAIN,AI / GenAI,Advanced,false
SSK_00664,USN_2025_151,VECTOR_DATABASES,AI / GenAI,Advanced,true
SSK_00665,USN_2025_152,REACT,Core Engineering,Advanced,false
SSK_00666,USN_2025_152,PYTHON,Core Engineering,Advanced,false
SSK_00667,USN_2025_152,DATABRICKS_DE,Data Engineering & Cloud,Advanced,false
SSK_00668,USN_2025_152,VECTOR_DATABASES,AI / GenAI,Beginner,true
SSK_00669,USN_2025_153,SQL,Data Engineering & Cloud,Advanced,true
SSK_00670,USN_2025_153,REACT,Core Engineering,Beginner,false
SSK_00671,USN_2025_153,PYSPARK,Data Engineering & Cloud,Beginner,false
SSK_00672,USN_2025_153,VECTOR_DATABASES,AI / GenAI,Advanced,false
SSK_00673,USN_2025_154,CPP,Core Engineering,Beginner,false
SSK_00674,USN_2025_154,REACT,Core Engineering,Beginner,false
SSK_00675,USN_2025_154,PYSPARK,Data Engineering & Cloud,Intermediate,false
SSK_00676,USN_2025_155,SQL,Data Engineering & Cloud,Advanced,true
SSK_00677,USN_2025_155,REACT,Core Engineering,Advanced,true
SSK_00678,USN_2025_155,VECTOR_DATABASES,AI / GenAI,Beginner,true
SSK_00679,USN_2025_155,GENAI_LLMS,AI / GenAI,Intermediate,false
SSK_00680,USN_2025_155,PYSPARK,Data Engineering & Cloud,Beginner,true
SSK_00681,USN_2025_155,AWS_CLOUD,Data Engineering & Cloud,Beginner,false
SSK_00682,USN_2025_156,SQL,Data Engineering & Cloud,Intermediate,false
SSK_00683,USN_2025_156,JAVA_BACKEND,Core Engineering,Beginner,false
SSK_00684,USN_2025_156,GENAI_LLMS,AI / GenAI,Intermediate,true
SSK_00685,USN_2025_156,AWS_CLOUD,Data Engineering & Cloud,Beginner,false
SSK_00686,USN_2025_156,DATABRICKS_DE,Data Engineering & Cloud,Advanced,false
SSK_00687,USN_2025_156,VECTOR_DATABASES,AI / GenAI,Intermediate,false
SSK_00688,USN_2025_157,JAVA_BACKEND,Core Engineering,Intermediate,false
SSK_00689,USN_2025_157,REACT,Core Engineering,Beginner,false
SSK_00690,USN_2025_157,VECTOR_DATABASES,AI / GenAI,Intermediate,false
SSK_00691,USN_2025_158,JAVA_BACKEND,Core Engineering,Beginner,true
SSK_00692,USN_2025_158,SQL,Data Engineering & Cloud,Intermediate,false
SSK_00693,USN_2025_158,PYSPARK,Data Engineering & Cloud,Intermediate,false
SSK_00694,USN_2025_158,VECTOR_DATABASES,AI / GenAI,Beginner,false
SSK_00695,USN_2025_158,LANGCHAIN,AI / GenAI,Beginner,false
SSK_00696,USN_2025_159,JAVA_BACKEND,Core Engineering,Advanced,false
SSK_00697,USN_2025_159,SQL,Data Engineering & Cloud,Beginner,true
SSK_00698,USN_2025_159,GENAI_LLMS,AI / GenAI,Advanced,false
SSK_00699,USN_2025_159,PYSPARK,Data Engineering & Cloud,Intermediate,false
SSK_00700,USN_2025_159,DATABRICKS_DE,Data Engineering & Cloud,Advanced,false
SSK_00701,USN_2025_160,SQL,Data Engineering & Cloud,Advanced,false
SSK_00702,USN_2025_160,PYTHON,Core Engineering,Advanced,false
SSK_00703,USN_2025_160,MACHINE_LEARNING,AI / GenAI,Advanced,false
SSK_00704,USN_2025_161,JAVA_BACKEND,Core Engineering,Advanced,true
SSK_00705,USN_2025_161,REACT,Core Engineering,Advanced,true
SSK_00706,USN_2025_161,GENAI_LLMS,AI / GenAI,Intermediate,true
